message,label
Free ltxury watch,1
"Tama Tahi: One child! Can we talk Hey, how are you? Poi Spin: Ball dance! Jackalope Horn: Mythical rabbit! Choir Sing: Rehearse the anthem.",0
Win a luxury car Fake bank email Win a yacht trip Call to claim funds,1
Account fraud alert Verify social security Limited time offer Account suspension alert,1
Phony account notice Free gold watch Ajcount lock notice Claim your prize fund Ident!ity theft detected Win a tropical bungalow Fake payment alert,1
Rakau Matua: Mature tree! Tama Rua Tekau: Twenty children!,0
Call to verify account Se@curityncheck urgent Urg#ent email update Identity fraud alert,1
Book Drive: Literacy support! Jazz Night: Live music!,0
Urgent address check Verify credit card number Click for free gift card Call to verify email,1
Phony account notice Urgent phone number update Phishing email detected Fake tax refund Fake payment notice Win a beachfront property Identity fraud detected,1
Ramadan Greeting: Peace to all!,0
Jazz Night: Live music! Cooking Challenge: Best dish wins! Titan Coash: Epic battle!,0
Security check now Win a seaside villa Pho$ny paymen%t alert Phishing site warning Free luxury watch Win a^ beachfront cottage Free diamond pendant,1
Tama Iwa%: Nine crildr@en!,0
Urgent email check Fake security email Free gold necklace,1
Free luxury handbag Fake payment notice Verify bank account Phishing site detected Click for free trip,1
Fake security update Click to claim cash Free luxury watch Urgent phone check Verify bank account Security breach detected,1
Tama Po Nui: Great night child!,0
Tiki Carving: Ancestor figure! Cha Cha Class: Fun and fast! News Update: Weather will be sunny tomorrow. Odd Even: Match numbers! Gaps Game: Fill the spaces!,0
What's up Oneroa: Long shore! Crystal Quest: Find the gem!,0
Tejano Music: Texas style! Montana Game: No redeal! Have a great day Tarot Read: Fortune telling! Tama Kaumatua: Elder child! Health Tip: Drink water regularly. Treasure Hunt: Map is ready!,0
Fake payment notice Click for free trip offer Click here to verify Click for free gift Limited time offer Security check mandatory,1
Call to verify email Win a seaside villa Claim your reward now Claim your cash bonus,1
Claim your lottery cash Claim your prize fund Click for fre$e reward Free luxury cak offer Click for free money Fake bank statement,1
Board Game Night: Bring your favorites! Whare Runanga: Meeting house!,0
Raranga: Weaving art! Tripeaks Fun: Clear the peak! Hapu Subtribe: Family unit! Bank Notification: Your transaction of $50 was approved. Hui Meeting: Tribal gather!,0
Fake payment alert Account suspension warning Claim your cash reward,1
Book Drive: Literacy support! Bike Share: Rent a bike! Magic Performance: Book your seat! Cyclops Eye: One-&eyed foe! Summer Fest: Outdoor games!,0
Forty Thieves: Big layout! Yowke Track: Aussie big^f^oot!,0
Gr!iffin% Flight: Soar high!,0
Pirate Tale: Buried gold! Great job Toy Drive: Gifts for kids! Canfield Deal: Casino style!,0
Lottery winner Claim your prize fund Bank account suspended Free luxury car Security breach detected Click for free trip Verify bank details,1
Tangaroa A Ro: Second fish! Pyramid %Game: Match pairs! Eco Fa$ir: Green living!,0
Call to claim reward Win a beachfront property Call to unlock funds Urgent address verification Call to verify address Verify credit history Win a mountain retreat,1
Tipua Magic: Evol spirit! Tama Whenua: Land child! Charybdis Whirl: Sea vortex! Phoenix Rise: Reborn fire!,0
Security update required Fake security email Call to claim reward Fake bank notice Security check mandatory Click for free gift card,1
Tama Toru Nui: Great three children! Waka Paddle: Canoe race! Whakatauki: Maori proverb! Have a great day,0
Verify driver's license Click for free gift card Urgent ID check Claim your prize money Security breach detected,1
TtiaxWai: Water child!,0
Acrobat Move: Flip cards! Choir Performance: Holiday songs! Dragon Hunt: Slay the beast! Tama Hapu: Subtribe child! Ballroom Mix: Waltz and tango! Robotics Team: Meet after school. Tama Atea: Distant child!,0
Claim your cash bonus Click for free trip,1
Fake bank notice Call to unlock funds Click for free gift Accovnt suspension wa%rning Verify driver's license Win a mansion,1
Lag B’Omer: Bonfire night! Basilisk Gaze: Turn to stone! How’s it going? Email Confirmation: Your registration is complete. Tama Kura: Red child!,0
Phishing attempt notice Win a mountain lodge Claim your prize fund Verify credit card details Verify driver's license,1
Phishing link found Click for free gift,1
Tama Tupuna: Ancestor child! Cyclops Eye: One-eyed foe! Easter Egg Hunt: For kids! Pool Day: Bring your swimsuit! I wanted to ask Sphinx Riddle: Answer wisely! DIY Project: Build a bookshelf.,0
Tama Piriona Nui: Great billion children!,0
Call to unlock account Click for free reward Hacked account Urgent email check Urgent address update Call to verify phone,1
Opera Night: Grtnd performance!,0
Marae Visit: Sacred ground! Clean Up: Beach cleanup! Tama Mano Nui: Great thousand children!,0
Win a seaside villa Urgent address update Pdishing attempt notice Win a beachside villa Click for free gift card Click for free gift,1
Kete Whakairo: Decorated basket! random text Chess Match: Game starts soon.,0
Tama Rangatira: Noble child! Choir Sing: Rehearse the anthem.,0
Win a mountain estate Verify driver's license Click for free gift card Verify your card details,1
Scavenger Hunt: Start at noon. Sports Update: Game starts at 8 PM. Tama Rua Nui: Great two children! Costume Party: Wear something fun! Spa Day: Relax today!,0
Coding Club: Build an app. Family time DIY Project: Build a bookshelf. Tama Rau Nui: Great hundred children! Choir Performance: Holiday songs! Peruperu War: Armed haka! Travel Story: Tell us about your trip!,0
Win a tropical cabin Security update required Call to verify address Fake payment alert Click for free trip Urgent ID verification,1
Tama Raki: Sky child! Notification: Your payment has been processed successfully. Treasure Hunt: Map is ready! Tangaroa A Ro: Second fish! Chupacabra Hunt: Blood sucker!,0
Phishing attempt detected Urgent ID verification Free diamond pendant Click for free money Free diamond bracelet Claim your lottery cash,1
Art Project: Let’s paint toge^ther! Zebra Game: Black and white! Haza Powhiri: Challenge dance! Ngoubou Horn: Rhino my@th!,0
Tama Tu: Standing child! Griffin Flight: Soar high! Emaiz Confirmation: Your registration is complete. Baseball Try: Pitching drills! Tap Dance: Rhythm challenge!,0
See you tomorrow Tama Toru: Three children!,0
Iwi Tribe: People groupo Indigenous Dance: Tribal moves!,0
Poutrma: Stairway pattern!fLanguage Swap: Practice Spanish! Just chec!king in Tama Moana: Sea child! Electric Car: Test drive! Dance Practice: Rehearse the routine.,0
Tama Poto: Short child! Tama Mana: Prestige child! Baking Day: Let’s make cookies. Band Competition: Vote for your fave! Tama Ao: Day child!,0
Update now or lose access Claim your cash Security breach detected Win a beach resort Phony payment request,1
Band Competition: Vote for your fave! Kete Whakairo: Decorated basket!,0
Tawhirimatea: Wind god! Kayaking Adventu%re: Paddle together! Thunderbird Storm: Sky p*ower!,0
Phishing link found Phishing liyk found Click for free reward Win a tropical bungalow Verify phone number Free gold necklace,1
Pirate Tale: Buried gold! Country Music: Line dancing too! Kayaking Adventure: Paddle together! Belote Deal: French cards! Mokele-Mbembe: Congo dinosaur! Tech Talk: Discuss the latest gadgets. Wizard Spell: Magic words!,0
Click for free gift card Free luxury car,1
Verify bank details Win a beachside villa Urgent email check Claim your prize winnings Fake security alert Security breach detected Fake bank statement,1
Rollerblading: Meet at the pprk! Art Market: Paintings for sale! Tama Whenua: Land child! Russian Solitaire: Tough challenge!,0
Job Offer: Interview scheduled for Monday.,0
Veaify insurance policp Fake transaction notice,1
Winja moujtain chavet,1
Hydra Heads: Cut them off! Swimming Lesson: Pool at 4 PM!,0
Tama Mate Kore: Immortal child! Tama Tahi: One child! Tama Iwi: Tribal child! Korekore Whakapiri: Close calm! Chess Match: Game starts soon. Patupaiarehe: Fairy folk! Tama Whanau: Family child!,0
Security breach detected Fake payment alert Urgent address check Verify social media Click for free reward Win a mountain retreat,1
Snooker Matyh: Balls set! Fashion Tip: Wear bright colors. Orchestra Concert: Symphony night! Wyrm Cave: Hidden lai#r! Shopping List: Buy milk and eggs. Wind Farm: Sustainable power! Lunar Festival: Moon cakes!,0
Martial Arts: Karate class! Tama Ahi: Fire child!,0
Phishing site detected,1
Win a seaside lodge Hacked account Verify insurance policy,1
Win a beachfront villa Security check now,1
Solar Panel: Green energy! River Rafting: Safety gear needed! Tama Whanui: Broad child! Punga Fish: Ocean guardian! Skinwalker Change: Shape shift!,0
Phony account notice Free luxury cruise Account fraud warning Click for free gift card,1
Tree Planting: Save the planet! Rumba Lesson: Romantic steps! Tama Tinana: Body child! Tama Mano: Thousand children!,0
Free diamond ring set,1
Fake bank notice Win a tropical bungalow Verify bank details Win a tropical bungalow,1
Identity theft warning Call to claim prize Urgent action required Win axtropical estate Urge$nt ID verification Fake bank notice Phishing site warning,1
Fourth of July: Fireworks show! Merengue Dance: Quick steps! Barbecue Day: Meat is grilling!,0
Farming Day: Harvest the crops! Klond*ike Deal: Patience game! World Dance: Global styles! Tama Uira Nui: Great lightning child! Talk soon Thankswfor calling Car Wash: Raise funds!,0
Cruel Play: Reset option! Tama Marae: Courtyard child! Housewarming: Come see the new place! Hearts Game: Avoid points! Meditation Tip: Try 10 minutes daily.,0
Claim your prize money Fake account alert Call tv verify phone Call to^ unlock funds Fake security update Exclusive offer expires,1
Call to claim reward Fake payment alert Call to verify e^mail Veriey insurance policy Click for free reward Win $a beachside home Verify your card details,1
Blocked account Free diamond bracelet Click for free trip Fake security email Claim your prize winnings,1
Calculation Play: Build suits! Tap Dance: Rhythm challenge! Tama Ahi Nui: Great fire child! Fourth of July: Fireworks show!,0
Waka Paddle: Canoe race!,0
Identity fraud detected Click for free money Urgent email verification Account suspension notice,1
Phishing email warning,1
Tangaroa Whakamua: Fish return! Baking Day: Let’s make cookies. Tama Mate Kore: Immortal child! I'm running late,0
Your account is locked Identity theft notice Phishing link found Urgent address verification Click for free trip offer Free luxury handbag Win a mountain house,1
"Jersey Devil: Pine barrens! heheheh Tama Atea: Distant child! Birthday Wish: Happy birthday, buddy! Tama Tekau: Ten children!",0
Tama Rangatahi: Youth child! Tama Whakthaere: Leader child! Update: Your account login was succe%ssful. Samba Party: Carnival vibes! Reggaeton Beat: Dance off! Yukon Game: Free cells!,0
Looking forward to it,0
Fakeepayment notice Win a modnta$in estate,1
Verify social security Free gold watch Identity check needed Win a seaside villa Security check mandatory Win a private villa,1
Win a beachfront home Fake security update Call to unlock prize Free luxury handbag Phony payment request,1
Band Competition: Vote for your fave!,0
Urgent action requirhd Urgent email verif%ication Click for free reward Phishing email detected Investment scam Win a seasi&de cottage Fake transaction alert,1
Tama Tohunga: Expert child! Shopping List: Buy milk and eggs. Eid Mubarak: Festive wishes!,0
Win a seaside mansion,1
Calculation Play: Build suits!,0
Win a luxury car Identity jheck needed,1
New Year’s Eve: Fireworks at midnight! Salon Booking: Haircut at 3 PM! Hiking Plan: Trail opens at dawn. nothing here Book Drive: Literacy support! Tama Mano: Thousand children!,0
Security check required Win a forest lodge Win a tropical cabin Click for free money Free gold necklace,1
Urgent email check Identity theft warning Identity check required Click for free trip Call to claim reward Claim your lottery cash Phony investment offer,1
Fake bank notice Fake security notice* %Verify@ phone plan Security check mandatory,1
Cooking Class: Sign up for next week. Canfield Deal: Casino style! Puzzle Hunt: Find the clues! Email Confirmation: Your registration is complete. Ambulance ETA: 5 minutes!,0
Security update required Urgent address update Win a mountain lodge Fake bank notice Fake security email Identity theft notice,1
Language Swap: Practice Spanish! Whak@atauki: Maori proverb! Tama Ngakau: Heart child! Karaoke Party:hSing your heart out!,0
Call@ to veri*fy phone Click for reward Click for free gift,1
Tama Ta&onga: Treasure child! Tams Ono: Six children! Kahukura Rainbow: Good omen! Community Event:pCleanup drive this weekend.,0
Wyrm Cave: Hidden lair! Pop Show: Fan meet-and-greet! Need a favor,0
Heitiki Pendant: Fertility charm!,0
Click for free gift card Security check required Win a yacht trip,1
Secure your account Call to unlock prize Account lock warning Fake security email Verify phone number Claim your prize money Free gold coin,1
Call to verify email,1
Win a beachfront cottage,1
Hearts Game: Avoid points! Tama Tahi: One child! Movie Review: Great plot twist! Oneroa: Long shore! Wine Tasting: New vintages today! Math Tutor: Help with homework. Flamenco Fusion: Modern twist!,0
Unicorn Ride: Magical journey! Goblin Trap: Avoid the pit! Ranchera Night: Traditional songs! Tama Whitu Nui: Great seven children!,0
Security check now Win a desert oasis,1
Tama Whakatau: Settled child! Mass Schedule: 10 AM start!,0
Police Report: Incident logged! Job Offer: Interview scheduled for Monday. Centaur Race: Gallop fast! Tama Rima Tekau Nui: Great fifty children! Korekore Nui: Great calm!,0
Waltz Practice: Elegant moves!,0
Tama Whakapapa: Genealogy child! Taniwha Water: Maori spirit! Costume Party: Wear something fun! Tama Whanui: Broad child! Kahukura Rainbow: Good omen! Ta Moko: Tattoo art! Modern Jazz: Improv session!,0
Tama Aroha: Love child! Fire Alert: Evacuate now! Christmas Party: Gift exchange!,0
Blood Drive: Donate today!,0
Claim your jackpot prize Fake transaction alert Security breachyalert Verify driver license,1
Solitaire Play: Single deck! Tama Tupu%na: Ancestor child!,0
Hapu Subtribe: Family unit! Travel Story: Tell us about your trip!,0
Gardening Club: Plant seeds today. random text Tama Whanui Nui: Great broad child! Temple Service: Community gathering! Spring Blossom: Flower show! Hotel Booking: Room ready! Tama Atea: Distant child!,0
Win a tropical cabin Security breach warning Identity theft warn$ing Urgent email verification %Account fraud warnisg Security breach detected Fake payment notice,1
Tauiwi Outsider: Other people! Fundraiser Gala: Black tie!,0
Verify credit card number Phishing email warning Call to claim reward Call to unlock prize,1
Bunyip Call: Australian myth! Bike Share: Rent a bike! Chess Match: Game starts soon.,0
Security check required Call to verify identity Security check required,1
Church Event: Sunday service! Kahukura Rainbow: Good omen! Zouk Dance: Flowing style! Friendly Chat: How was your weekend? Magic Performance: Book your seat! Classical Recital: Piano solo! Tama Marama Nui: Great moon child!,0
Click for free money Urgent phone check Claim your prize winnings Urgent phone number Win a mountain house Claim cash prize Free diamond ring,1
Phishing email warning,1
Holi Festival: Color throw! Tama Ora N#ui: Gre!at health c&hild! Tama Toru: Three children!,0
Win a cruise Win a mountain villa,1
Security update required Win a beachside home Win a beachside villa Win a tropical bungalow Claim your prize money Phony verification request Claim your jackpot money,1
Hockey Puck: Ice time! Mermaid Song: Sea melody! Coffee break Kapa Haka: Group performance! Koha Gift: Offering given!,0
Geography Quiz: Name all capitals. Summer Fest: Outdoor games! Ngeri Shout: Battle cry! Tama Ono Nui: Great six children!,0
Knight Quest: Save the princess! Heitiki Pendant: Fertility charm! Te Rauparaha: Haka creator!,0
Personal Note: Don’t forget the groceries! Moana Sea: Vast ocean! Basketball Game: Team meeting! Mass Schedule: 10 AM start! Tama Korero Nui: Great story child! Comedy Show: Laughs guaranteed!,0
Urgent email check Phony verification notice Free luxury cruise Security check urgent Verify utility bill Verify credit card Security breach alert,1
Phony verification request Call to claim prize Fake security update Win a beachfront cottage Identity theft warning,1
Win a mountain house Win a beachfront cottage Verify credit score Click for free money,1
Verify email address Call to unlock funds Fake payment notice Account frozen Verify bank account Free luxury car offer,1
Urgent phone verification Win a tropical paradise Security update now Call to unlock funds Click for free reward,1
Fake payment notice Call to unlock prize Fake security update* Security updame required Verify driver license,1
Win a mountain retreat Fake transaction notice Win a tropical villa Free luxury handbag Phony investment offer Urgent phone check Click for free reward,1
Security alert Security update required Claim your prize winnings Claim your cash winnings Account fraud alert Claim your cash winnings,1
Belote Deal: French cards! Mambo Night: Spicy moves! Pet Update: The dog msssed you%!,0
Koha Gift: Offering given! Mariachi Show: Live music!,0
Tama Tekau: Ten children!,0
Verify email now Urgent email chenk Fake bank statement Urgent address verification Security check now Account lock alert Identity check required,1
Security update required Claim your prize fund Call to verify phone Identity theft notice Click for free gift Verify to unlock Account fraud alert,1
Patu Onewa: Stone weapon! Tama Kaumatua: Elder child! Treasure Hunt: Map is ready!,0
Verify banf details Win a beachside villa Account suspension alert Urgent phone verification Click for free reward Phishing email detected Fakx bank letter,1
Kete Whakairo: Decorated basket! Mermaid Song: Sea melody! Desert Tour: Sandboarding fun! Synagogue Visit: Prayer time!,0
Tama Tekau: Ten children! Pharmacy Pick: Prescription ready!& About our meeting Need a favor,0
Taiaha Fight: Staff combat! Kete Weave: Basket making! Hip Hop Dance: Street style!,0
Commu@nity Event: Cleanup drive this weekend.,0
Win a desert retreat Win a beach resort Security update urgent Free luxury cruise Security check mandatory,1
Win a city apartment Click for free trip,1
Tama Hinengaro: Mind child! La Belle Lucie: Fan layout! Goblin Trap: Avoid the pit! Kizomba Class: Close connection! Taxi Service: Call now!,0
Click for free gift card Click here to v@erif&y Security breach alert Win a beachfront property Call to claim prize mo#ney Win a tropical bungalow,1
Claim your prize money Fake bank letter Verify social security number Win a vacation home,1
Tama Poto: Short child! I'll be there,0
Win a seaside mansion Phishing attempt detected Click for free money Fake bank notice Free diamond bracelet Click for free gift,1
Claim your cash Free gold watch Security breach detected Accoun#t suspensiox notice Emergency funds n&eeded Win a mountain cabin,1
Urgent address update Fake security update Urgent email check Claim cash prize Call to unlock funds Fake payment alert,1
Security breach notice Free luxury cruise Win a beachfront cottage Fake payment notice,1
Yukon Game: Free cells! Social Invite: Join us for the party! Moana Sea: Vast ocean! Music Jam: Bring your guitar! Ponaturi Wave: Sea demons!,0
Tama Poto: Short child! Farming Day: Harvest the crops!,0
Win a seaside villa Free diamond ring set Fake sscurity notice Click for bonus cash,1
Verify phone number Win a private island Verify bank account,1
Win a tropical estate Se*curity update urgent Phishing attempt notice Urgent ID pheck Verify bank account,1
Phony bank email,1
I wanted to ask,0
Free diamond earrings Security check urgent Security check now,1
Verify insurance policy,1
Call to claim reward,1
Security check now Call to claim reward Win a private jet Urgent phone verification Claim your cash bonus Verify credit history,1
Account fraud warning Win a ski chalet,1
Free diamond earrings Security update required Urgent phone verification Verify bank details Security check urgent Call to unlock prize,1
C@laim your prize Account access issue,1
Music Lesson: Practice the new song. Pinochle Deck: Double deck! Tama Wairua Tapu: Holy spirit child! River Rafting: Safety gear needed!,0
Art Exhibit: Open to the public. Movie Night: Watching a new film tonight.,0
Manaakitanga: Hospitality spirit!,0
Security check mandatory Security update now Phony account notice Fake payment warning Claim your jackpot cash Urgent address verification Fake transaction alert,1
Call to verify payment Click for free reward Free gift card Win a mountain cabin Urgent phone verification Win a mountain retreat,1
Sukkot Celebration: Harvest huts! Tama Tahi Nui: Great one child! Simchat Torah: Torah dance! Patu Onewa: Stone weapon! Tennis Match: Court reserved! Cinco de Mayo: Fiesta time! Belote Deal: French cards!,0
Promotion News: Congrats on your raise! Tama Ariki Nui: Great chief’s child!,0
Win a mountain villa Urgent phone verification Phony lottery ticket Win a helicopter Identity fraud alert,1
Security breach warning Security check mandatory Call to verify identity Win a seaside cottage,1
Ruatapu Curse: Flood myth! Bowling Alley: Strike night! Gardening Tip: Water the plants daily.,0
Ballroom Night: Formal attire! Puppet Show: Kids love it! Tama Kahu: Cloaked child! Easter Egg Hunt: For kids! Sea Serpent: Underwater hunt! Tama Rua Nui: Great two children! Kayaking Adventure: Paddle together!,0
Free luxury cruise,1
Free gold necklace Claim your cash bonus,1
Hydra Heads: Cut them off! Christmas Party: Gift exchange! Cooking Challenge: Best dish wins! Can we talk Jarabe Tapatio: Mexican hat dance! Autumn Market: Pumpkin patch!,0
Tama Toru: Three children! Recipe Share: Try this new cake recipe. Matariki: Pleiades stars! Tama Uira Nui: Great lightning child! Ruatapu Curse: Flood myth! Tama Uira: Lightning child! Puzzle Hunt: Find the clues!,0
Call to unlock funds,1
Tama Wehe: Separated child! @Hine Nui Te Po@: Death goddess! Wahaika Weapon: Short club! Penguin Play: Two decks! Sukkot Celebration: Harvest hut@s! Bowling Alley: Strike night! About our meeting,0
I'll email you Take care Tama Atea: Distant child!,0
Treasure Hunt: Map is ready! I’ll get back to you,0
Security update deadline Claim your prize fund Win a seaside mansion Win a city apartment Fake transaction alert,1
Call to claim reward bin a beach resort,1
Win a sports car Fake security alert Win a sea@side mansion Call to claim funds Win a beachside villa Phony verification notice Click for free trip,1
Verify credit score Urgent ID check Phony account notice Fake transaction notice Win a mountain cabin,1
Wedding Invite: Save the date! Tama Rua Tekau Nui: Great twenty children! Indigenous Dance: Tribal moves! Magic vhow: Tricks *to learn! Kotiha Girl: Young @female! Study Group: Let’s review chapter 3.,0
Win a seaside villa Security update now Call to verify phone Urgent email verification Payment overdue Verify bank account,1
Fake transaction alert Phony verification notice Bank fraud alcrt Verify drivem license Win a mountain house Verify sociau security Win a beachfront property,1
Mataora Art: Facial tat#too! Music Jam: Bring your guitar! Remember to Kappa Water: River spirit! Tama Rau Nui: Great hundred children! xyz Pesach Prep: Clean the house!,0
Phony account notice Win a seaside mansion Verify driver's license,1
Claim !your r*eward,1
Verify phone number Free luxury watch,1
Urgent address update dhishing site detected Free gold bracelet Claim your prize fund Fake transaction njtice Win a mountain re!treat Verify bank account,1
Hui Meeting: Tribal gather! Chupacabra Hunt: Blood sucker! Yukon Game: Free cells! Line Dance: Country fun!,0
Whakairo: Wood carxing! Maru War: Battle god! Tama Waru: Eight children! Cycling Trip: 10 miles today! Manaia Guardian: Spiritual figure! Car Rental:iPick up at 9 AM! &Family time,0
jree car offer Clvim yourglottery cash,1
Win a seaside villa Call to unlock prize Win a beachfront property Urgent email check Account fraud warning Account lock alert,1
Dragon Hoard: Guard the gold! Event Invite: Concert tickets are ready! Acrobat Move: Flip cards! Baking Day: Let’s make cookies. Language Swap: Practice Spanish!,0
Music Festival: Bands start at 5 PM. Volunteer Call: Help us plant trees! Magi$c Performance: Book your seat! Bank Notification: Your@ transaction of $50 was approved. lol Dance Recital: Practice th$e finale.,0
Tama Rua: Two children! Bakers Dozen: Thirteen stacks! Tama Tekau: Ten children!,0
Click for free money Identity theft detected Fake transaction notice Fake bank notice Verify bank account Fake bank update Free luxury watch,1
Security update mandatory Identity theft notice Win a beachfront property Call to verify phone Identity check needed Fake bank statement Call to verify identity,1
Baking Contekt: Best pie wins! Tarot Read: Fortune telling! Tama Iwi: Tribal child! Hivo: Fish season! Yukon Game: Free cells! Forro Night: Brazilian flair!,0
Hanukkah Party: Dreidel game! Jackalope Horn: Mythical rabbit! Tama Tohunga: Expert child! Uno Deck: Color change! Freecell Move: Clear the board!,0
Win a beachside hom@e Urgent email chec$k,1
Tarot Read: Fortune telling! Tama Wahine: Female child! Waiata Song: Tribal hymn! Lunar Festival: Moon cakes! Patupaiarehe: Fairy folk! Raranga: Weaving art! Picnic Plan: Bring a dish!,0
Please call me Electric Car: Test drive! Car Rental: Pick up at 9 AM! Tama Tinana: Body child! Corrido Sing: Mexican ballads! Wine Tasting: New vintages today!,0
Free luxury watch Fake bank statement Account access blocked Urgent email check Identity check required,1
Treasure Map: X marks the spot! Tama Iwa: Nine children! Email Confirmation: Your registration is complete. Bigfoot Sight: Forest mystery! Orchestra Tune: Strings section next.,0
Claim your cash prize Free luxury car offer Win a city penthouse Click for cash bonus,1
Basilisk Gaze: Turn to stone! Camping Trip: Pack the tent! Tama Ahi Nui: Great fire child! Ride Share: Book a ride! Easter Egg Hunt: For kids!,0
Free gold necklace Security update now Securi%ty update* deadline,1
Flamenco Fusion: Modern twist! Heritage Day: Celebrate traditions! random text,0
Free luxury watch Claim your cash bonus,1
Identity verification needed Urgent email check Security check now Claim your cash winnings,1
Taiaha Staff: Long weapon! Tama Kaumatua: Elder child! Tama Whakatau Nui: Great settled child! Tama Miriona Nui: Great million children! Community Event: Cleanup drive this weekend.,0
Koha Gift: Offering given!,0
Pakeha Foreigner: Non-Maori! Tipua Magic: Evil spirit! Scavenger Hunt: Start at noon. Pilates Session: Core workout! Treasure Hunt: Map is ready!,0
Weather Warn: Storm coming!,0
Need a favor Tama Roa: Long child! Wizard Spell: Magic words! Tipua Magic: Evil spirit!,0
Win a mountain cabin Claim your prize fund Win a tropical bungalow Account fraud warning Free luxcry watch Se$curity update required,1
Ranchera Night: Traditional songs! Sea Serpent: Underwater hunt! Let's catch up Phoenix Rise: Reborn fire! Haka Performance: Maori pride! Whakatauki: Maori proverb! Ballroom Mix: Waltz and tango!,0
Urgent ID verification Fake transaction notice Investment sqam Money transfer required,1
Fake bank update Click for free trip Security update urgent Security breach notice Phishing link alert Call to verify email Urgent address verification,1
Mokele-Mbembe: Congo dinosaur! Diwali Celebration: Lamps lit! Tama Wai Nui: Great water child! Gaps Game: Fill the spaces! Yowie Track: Aussie bigfoot!,0
Win a beachfront cottage Urgent ID verification,1
Dance Practice: Rehearse the routine. Tama Iwa Nui: Great nine children! Choir Performance: Holiday songs! Tama Kotahi: One child again! Ruaumoko: Earthquake god! Mutuwhenua: Harvest end!,0
Minotaur Maze: Find the exit! Fourth of July: Fireworks show! Church Event: Sunday service! Robotics Team: Meet after school.,0
Call to unlock prize Identity fraud warning Claim your winnings Security update now Security breach notice Win a mountain estate,1
kallroom Night: Fcrmaldattire!,0
Win a seaside villa Identity check required Verify credit history Urgent phone check Fake bank statement Click for free reward Inheritance claim,1
Rummy Hand: Draw a card! See you tomorrow Forest Walk: Watch for wildlife! Tama Uira: Lightning child! Art Exhibit: Open to the public.,0
Call to claim reward Verify phone number,1
"History Lesson: Learn about WWII. Naga Coil: Serpent wrap! Birthday Wish: Happy birthday, buddy! Thanks for the update Flamenco Show: Passionate dance! Auction Night: Bid on items!",0
Win a sports car Security breach notice,1
Fake payment warning Phonyjaccount notice,1
Account suspension alert Fake transaction alert Claim your cash prize Call* to verify account Win a mountain chalet Free luxury handbag Securi*ty breach warning,1
Phony verification notice Win a beachfront cottage Claim your jackpot prize Urgent ID check Call to unlock prize Cash prize awaiting,1
Security breach detected Fake security notice Security update now Call to verify email,1
Book Sale: Discounts this weekeng! Notification: Your payment has been processed successfully. Traffic Alerh: Road closed! Uno Deck: Color change! Email Comfirmation: Your registration is complete. Salon Booking: Haircut at 3 PM! Cerberus Guard: Three heads!,0
Mothman Wing: Dark $gmdn!,0
Identity fraud detected Phishing site detected Security breach notice,1
Click for free trip Win a mountain chalet Verify phone plan Click for free reward Click for free money,1
Call to verify email Verify bank details Claim your cash reward Claim your prize winnings Win a mountain house Win a beachfront property,1
Just checking in Don't forget Yeti Foot: Snow tracks! Car Rental: Pick up at 9 AM! Zouk Dance: Flowing style!,0
Phonynverification notice Verify bank details Call to verify email Security update now Account lock warning,1
Your funds are at risk Win a tropical island,1
Fire Alert: Evacuate now!,0
Opera Night: Grand performance! See you later,0
Bunyip Call: Australian myth! Art Exhibit: Open to the public.,0
Free gold bracelet Win a beachfront cottage Call to verify identity Phishing email detected Urgent address verification Call to claim prize,1
Identity fraud alert Free luxury cruise Urgent address check Urgent phone verification Win a seaside cottage,1
Free gold bar Win a sports car Win a free trip Urgent ID update Claim your lottery cash Call to unlock prize,1
Tama Ora: Healthy child! Aotearoa Land: New Zealand! Tangaroa Whakamua: Fish return! Matariki: Pleiades stars! Tama Tapu: Sacred child!,0
Verify phone number Phony verification notice Security breach detected Free gold watch Call to verify identity,1
Free luxury cruise Claim your cash bonus Verify bank details Free gold watch Verify social security,1
Ballr%o!om Mix: Waxtz and tango! Yowie Track: Aussie bigfoot!,0
Click for free trip Fake payment notice Urgent address check Identity theft notice,1
Math Tutor: Help with homework. Scavenger Hunt: Start at noon. Opera Night: Grand performance! Minotaur Maze: Find the exit! Tama Tu: Standing child!,0
Game Night: Bring your controller! Bunyip Call: Australian myth! Hip Hop Event: Breakdance battle! Koru Spiral: Fern symbol!,0
Lamia Charm: Seductive trap! Seahaven Towers: Corner stacks! Running Club: Join us tomorrow! Catch you later Wizard Spell: Magic words! Waltz Practice: Elegant moves!,0
Tama Tinana Kaha: Strong body child! Car Rental: Pick up at 9 A@M! nothing here Busy today Hip Hop Event: Breakdance battle! sama Hono: Joiked child! Music Lesson: Practice the new song.,0
Identity ch&eck needed Free lu@xury watch Verify passport number Security update now,1
T^angaroa Whakamua: Fish retu%rn!,0
Weekend plans Cockatrice Claw: Deadly strike! Coding Club: Build an app.,0
Call to unlock funds Phishing attempt detected Phony payment alert,1
Tama Rau: Hundred children! Baseball Try: Pitching drills! Rummy Hand: Draw a card! Rosh Hashanah: New year blessings! Dentist Reminder: Clean teeth! Tama Tinana: Body child! Fourth of July: Fireworks show!,0
Win a mountain chalet Claim your jackpot cash Security check now Click for free reward,1
Verify credit card details Free diamond earrings Urgent phone check Click for free trip Claim your cash bonus Fake payment warning Urgent phone verification,1
